Proffesion;Sex;Region;2005;2007;2009;2011
;;Чувашская Республика;7,772;11,459;14,168;16,638.9800
;;Чукотский автономный округ;21,617;31,968;36,877;50,446.4700
;;Южный федеральный  округ (с 2010 года);;;;19,219.2100
;;Южный федеральный округ (по 2009 год);7,836;12,53;17,842;
;;Ямало-Ненецкий автономный округ;24,031;31,458;42,803;51,508.7800
;;Ярославская область;10,301;13,671;16,151;20,818.0900
;женщины;Алтайский край;5,946;8,62;12,786;16,176.6200
;;Амурская область;10,024;15,703;19,561;32,397.2700
;;Архангельская область;9,808;14,597;20,435;21,799.8100
;;Архангельская область (без АО);;;;20,828.2600
;;Астраханская область;6,029;8,736;12,41;16,483.8800
;;Белгородская область;6,851;11,44;13,892;17,565.1900
;;Брянская область;7,141;8,557;9,299;11,808.8400
;;Владимирская область;6,367;10,284;13,751;17,407.1800
;;Волгоградская область;6,944;11,183;14,505;17,307.3900
;;Вологодская область;8,672;12,569;15,938;19,567.0200
;;Воронежская область;7,38;10,214;19,016;19,800.2900
;;г.Москва;18,097;25,873;37,099;50,439.6700
;;г.Санкт-Петербург;11,784;18,718;26,419;34,699.0200
;;Дальневосточный федеральный округ;11,28;17,183;24,112;30,752.7600
;;Еврейская автономная область;7,061;10,769;24,146;25,511.5500
;;Забайкальский край;8,58;11,696;18,341;18,785.0600
;;Ивановская область;8,301;10,482;13,646;18,488.9500
;;Иркутская область;9,013;12,936;20,519;24,910.1500
;;Кабардино-Балкарская Республика;4,467;6,467;12,429;13,944.6000
;;Калининградская область;9,188;10,803;16,537;18,557.4000
;;Калужская область;5,432;9,03;13,6;14,370.2100
;;Камчатский край;15,497;25,391;36,749;43,251.2000
;;Карачаево-Черкесская Республика;7,446;11,427;14,524;18,570.5000
;;Кемеровская область;7,829;11,794;13,98;19,707.4500
;;Кировская область;6,864;11,166;15,141;18,233.9600
;;Костромская область;7,101;10,337;14,439;17,383.1200
;;Краснодарский край;6,978;10,511;14,639;17,286.5300
;;Красноярский край;13,009;18,03;23,066;30,067.6300
;;Курганская область;5,739;9,238;11,225;14,759.2800
;;Курская область;6,417;11,594;16,9;16,637.1000
;;Ленинградская область;8,03;12,105;20,603;23,942.9300
;;Липецкая область;7,94;10,632;12,575;16,269.3600
;;Магаданская область;11,729;16,965;27,142;35,331.0400
;;Московская область;9,52;15,585;20,906;25,079.9700
;;Мурманская область;14,973;21,482;28,376;36,633.6900
;;Ненецкий авт.округ;;18,303;29,113;32,293.3700
;;Нижегородская область;8,375;12,133;17,354;23,560.6500
;;Новгородская область;8,699;11,926;16,359;16,572.2600
;;Новосибирская область;73,625;12,15;18,546;22,813.5500
;;Омская область;9,685;13,385;16,802;20,201.9500
;;Оренбургская область;7,508;12,074;16,63;17,235.9600
;;Орловская область;5,972;9,509;11,977;16,042.8200
;;Пензенская область;5,652;9,309;12,98;14,901.2000
;;Пермский край;9,494;12,821;16,368;21,096.0100
;;Приволжский федеральный округ;7,852;11,639;16,154;19,258.5700
;;Приморский край;8,59;14,189;18,946;22,947.6900
;;Псковская область;6,994;9,856;13,606;16,029.5100
;;Республика Адыгея;5,103;7,887;11,825;14,767.5300
;;Республика Алтай;5,983;8,54;13,341;17,493.2400
;;Республика Башкортостан;7,756;13,883;17,39;16,683.5900
;;Республика Бурятия;10,079;12,749;19,019;25,437.8800
;;Республика Дагестан;3,301;7,934;12,397;11,967.0700
;;Республика Ингушетия;4,585;4,421;10,455;13,758.9500
;;Республика Калмыкия;4,282;6,828;9,164;13,229.6000
;;Республика Карелия;10,918;14,981;19,93;27,388.0700
;;Республика Коми;9,467;16,084;20,892;23,796.8400
;;Республика Марий Эл;5,773;9,672;14,652;17,566.6600
;;Республика Мордовия;6,175;9,211;14,329;18,132.5000
;;Республика Саха (Якутия);11,653;17,857;23,874;33,041.8400
;;Республика Северная Осетия - Алания;5,249;8,117;13,008;16,450.0100
;;Республика Татарстан;8,627;13,268;18,973;23,001.8200
;;Республика Тыва;7,204;10,958;16,735;22,866.8100
;;Республика Хакасия;11,128;15,065;23,945;18,184.7400
;;Российская Федерация;9,08;13,753;18,914;23,432.2600
;;Ростовская область;6,966;11,942;17,014;15,004.9100
;;Рязанская область;8,921;11,629;13,823;20,017.3400
;;Самарская область;9,233;12,103;15,113;19,433.3000
;;Саратовская область;6,782;9,253;15,056;17,149.6900
;;Сахалинская область;14,131;17,076;26,464;30,529.2500
;;Свердловская область;7,707;12,666;17,287;22,955.0100
;;Северо-Западный федеральный округ;10,005;15,322;21,714;26,476.4900
;;Северо-Кавказский федеральный округ;6,427;9,1;12,84;16,794
;;Сибирский федеральный округ;9,385;13,397;18,12;22,738.7200
;;Смоленская область;8,737;11,622;17,62;21,187.5600
;;Ставропольский край;7,644;9,782;12,96;17,473.0400
;;Тамбовская область;6,403;9,92;12,986;16,319.5200
;;Тверская область;8,262;12,198;17,26;21,115.4100
;;Томская область;14,943;15,656;20,198;23,243.9000
;;Тульская область;8,831;9,613;14,191;18,557.2700
;;Тюменская область;15,926;23,705;31,172;35,523.6200
;;Тюменская область (без АО);;;;24,725.0400
;;Тюменская область (частично);;;22,979.5900;
;;Удмуртская Республика;6,907;9,822;15,523;17,029.5200
;;Ульяновская область;5,8;9,314;12,193;15,602.1600
;;Уральский федеральный округ;10,933;17,03;22,147;27,558.8700
;;Хабаровский край;8,59;17,458;23,727;28,327.5800
;;Ханты-Мансийский автономный округ-Югра;16,384;24,349;30,027;35,366.1200
;;Центральный федеральный округ;9,442;14,293;19,85;25,331.4400
;;Челябинская область;6,953;11,859;15,18;21,247.9400
;;Чеченская Республика;;;11,487;21,179.7700
;;Чувашская Республика;6,743;9,887;13,373;15,704.9200
;;Чукотский автономный округ;17,717;27,996;35,782;49,117.0100
;;Южный федеральный  округ (с 2010 года);;;;16,239.7600
;;Южный федеральный округ (по 2009 год);6,734;10,784;15,061;
;;Ямало-Ненецкий автономный округ;19,655;27,586;38,172;42,258.2900
;;Ярославская область;8,831;11,89;14,167;19,023.0800
;мужчины;Алтайский край;6,24;8,865;14,646;18,209.4600
;;Амурская область;11,417;17,569;19,235;33,731.9500
;;Архангельская область;11,446;16,79;21,913;25,265.8900
;;Архангельская область (без АО);;;;22,975.2700
;;Астраханская область;6,791;11,163;16,308;19,647.9900
;;Белгородская область;9,84;15,394;18,691;23,565.9700
;;Брянская область;8,381;9,845;13,143;16,178.0300
;;Владимирская область;7,94;11,138;18,266;20,513.3900
;;Волгоградская область;9,265;13,275;18,513;20,740.3700
;;Вологодская область;10,869;14,8;19,543;23,311.4500
;;Воронежская область;9,685;13,874;20,092;28,211.1600
;;г.Москва;23,679;34,26;47,339;63,132.4500
;;г.Санкт-Петербург;14,802;25,37;30,963;40,207.8100
;;Дальневосточный федеральный округ;13,276;18,698;24,837;32,519.5400
;;Еврейская автономная область;9,921;13,067;17,818;25,629.5800
;;Забайкальский край;10,564;13,784;22,999;24,493.6100
;;Ивановская область;10,009;12,25;16,714;22,239.7700
;;Иркутская область;12,402;17,774;25,106;31,047.6800
;;Кабардино-Балкарская Республика;5,439;7,281;13,598;16,915.3100
;;Калининградская область;9,198;13,092;17,824;19,713.0400
;;Калужская область;7,601;12,502;18,237;19,731.1600
;;Камчатский край;16,842;24,612;34,919;44,234.3700
;;Карачаево-Черкесская Республика;7,589;12,185;17,486;22,178.1800
;;Кемеровская область;10,803;15,668;17,875;24,785.1200
;;Кировская область;8,126;13,498;16,692;21,846.1300
;;Костромская область;8,829;14,966;17,683;20,097.7600
;;Краснодарский край;8,402;12,275;19,099;22,240.6200
;;Красноярский край;15,17;20,601;26,075;32,971.1400
;;Курганская область;6,98;10,044;12,78;14,391.5300
;;Курская область;9,737;19,063;24,334;21,942.8900
;;Ленинградская область;12,507;18,777;32,013;33,030.8200
;;Липецкая область;9,111;12,307;17,235;20,412.6400
;;Магаданская область;14,531;23,893;34,702;40,394.4900
;;Московская область;13,878;21,964;29,518;33,614.2300
;;Мурманская область;20,793;31,114;37,572;49,484.6300
;;Ненецкий авт.округ;18,803;24,185;36,16;43,726.2700
